part_number	name	priceOpt	warranty	instock
Midea YD / YR1226S-W	"Кулер для воды 	Midea YD / YR1226S-W"	99	12	1
YT-LS-2546B	Набор инструментов LS-2546B  для монтажа солнечных систем	25.1	1	1
12671	Наконечник на магнитный кабель круглый USB 2.0/Micro	0.9	3	1
BK-936N	Паяльная станция BAKKU BK-936N, паяльник с блоком регулировки, Box  (263*215*118) 1,7 кг	31.1	12	1
17526	Тактический жилет с системой MOLLE JD-014	25.75	0	1
JMX-0820	Миска из нержавеющей стали марки 304 для овощей и салатов 200мм	2.8	0	1
ZD-005	Стяжки на липучке ширина 25мм, рулон 45м, желтые, цена за рулон	21	2	1
DHI-VTO3211D-P2-S1	2Мп IP вызывная панель на 2 абонента cо считывателем DHI-VTO3211D-P2-S1	145.99	12	1
EPVXL-2,5m	Искусственная елка Литая, 2,50м	230	0	1
18176	Наконечник PiPo на магнитный кабель круглый USB 2.0/Micro	0.5	3	1
DS-2CD2721G0-IS	2МП камера купольная с модулем HIKSSL Hikvision DS-2CD2721G0-IS (2.8-12 мм)	148.76	12	1
DH-SD22404T-GN	4МП поворотная IP  видеокамера с увеличением изображения и SD картой DH-SD22404T-GN	175.18	12	1
DHI-XVR7108HE-4KL-X	8-канальный 4K XVR с видеоаналитикой  DHI-XVR7108HE-4KL-X	149.73	12	1
szYB-1510	Зарядное устройство для литиевых аккумуляторов 15V 1A, штекер 5,5, BOX	2.2	6	1
DL500PEFTP-4p	Кабель КНПЭ 4*2*0,50 (FTP-cat.5E), DL( CU), изоляция ПЭ, экран., для наруж. работ, 500м.OEM	195	3	1
B305-RG690CCA+2x0.5mm CU	Кабель коаксиальный с питанием RITAR B305-RG690CCA+2x0.5mm CU, 1,02 мм.CCA, 64x0.12m CCA, 75 Ом, FPE, оболочка 6,91мм черны PVC, катушка 305м Q1	86.8	3	1
VTM130	Коммутационная коробка для накладного монтажа VTM130	41.92	12	1
VTM116-01	Коробка для врезного монтажа VTM116-01	21.71	12	1
VTM115	Коробка для накладного монтажа VTM115 для выызывной панели DHI-VTO2202F-P	13.48	12	1
TV-S	Хаб-конвертор VEGGIEG Type-C (папа) на VGA(мама), 10 см, Black, Box	7.9	6	1
СМК 3-44	Врезной магнитоконтакт коричневый , ток 60mA, напряжение 12B, тип контактов Н/З, рабочее расстояние 18±5% мм, габаритные размеры d24*12,5мм	1.3	1	1
DT-2022/GDP500R	Гирлянды 500LED (Диод) Red, 8 режимов, 25метров, прозрачная изоляция, BOX	6.5	0	1
СМК 3-16	Датчик СМК 3-16 магнитоконтактный  напряжение 12B, тип контактов Н/З, рабочее расстояние 18±5% мм, размер 11X17 мм	1.3	12	1
LRS-50-24	Импульсный блок питания MEANWELL LRS-50-24, 24В 2.2А (52.8Вт) перфорированный AC/DC малой мощности 47 Вт IP20	0	24	1
2 * 6+2P	Кабель 2 * 6+2P под пайку 0,50мм, 0.5м	0.6	0	1
YT-HDMI(M)/(M)V1.4-1.5m	Кабель Ritar Premium PL-HD348 HDMI-HDMI Ultra HD 4K, 1080P, 1.5m, v1,4, OD-7.3mm, с фильтром,  круглый Black, коннектор Gold, Box, Q150	2.35	6	1
B305-RG690CU+2x0.5mm CU	Кабель коаксиальный с питанием RITAR B305-RG690CU+2x0.5mm CU, 1,02 мм.CU, 64x0.12m CCA, 75 Ом, FPE, оболочка 6,91мм черны PVC, катушка 305м Q1	148	3	1
PG7	Кабельный спиральный водонепроницаемый разъем PG7, black	0.05	1	1
YT-МС4-2	Коннектор МС4 для монтажа солнечных систем Premium, Q1000	0.95	1	1
JMX-0826	Миска из нержавеющей стали марки 304 для овощей и салатов 260мм	4	0	1
BNC-F=>BNC-F	Разъем BNC-F - BNC-F Q100	0.09	1	1
WP-01 8A	Термический предохранитель MR1 ST-1 сброс защиты WP-01 8A, Q50	0.6	0	1
DS-2DE2A204IW-DE3	2 Мп IP SpeedDome видеокамера Hikvision DS-2DE2A204IW-DE3(2.8-12mm)( C)	153.47	12	1
GL12260M5 GEL	Аккумуляторная батарея MERLION GL12260M5 12 V 26 Ah (165 х 125 х173 )  Q2/128	49	12	1
DT-2022/GDP500W	Гирлянды 500LED (Диод) White, 8 режимов, 25метров, прозрачная изоляция, BOX	6.5	0	1
LRS-75-24	Импульсный блок питания MEANWELL LRS-75-24, 24В 3.2А (76.8Вт) перфорированный AC/DC малой мощности 60 Вт IP20	0	24	1
YT-HDMI(M)/(M)V1.4-2.0m	Кабель Ritar Premium PL-HD348 HDMI-HDMI Ultra HD 4K, 1080P, 2.0m, v1,4, OD-7.3mm, с фильтром,  круглый Black, коннектор Gold, Box, Q120	2.65	6	1
i-530	Колонки 2.0 Kisonli i-530, для ПК и ноутбука, USB + 3.5mm, 2x3W, 20Hz- 20KHz, Black, BOX, Q40	0	6	1
DHI-XVR5108HS-4KL-I2	8-канальный 4K XVR с AI технологией DHI-XVR5108HS-4KL-I2	153.48	12	1
LRS-100-24	Импульсный блок питания MEANWELL LRS-100-24, 24В 4.16А (100Вт) перфорированный AC/DC малой мощности 80 Вт IP20	0	24	1
YT-HDMI(M)/(M)V1.4-3.0m	Кабель Ritar Premium PL-HD348 HDMI-HDMI Ultra HD 4K, 1080P, 3.0m, v1,4, OD-7.3mm, с фильтром,  круглый Black, коннектор Gold, Box, Q100	3.55	6	1
PG9	Кабельный спиральный водонепроницаемый разъем PG9, white	0.06	1	1
zy-007	Миска из нержавеющей стали марки 304 для овощей и салатов 280мм	5.3	0	1
BNC-F - RCA-M	Разъем BNC-F - RCA-M  Q100	0.09	1	1
MR1 ST-15A	Термический предохранитель MR1 ST-1 сброс защиты WP-01 15A, Q50	0.6	0	1
DS-2CD2147G2-SU(C )	4 Мп ColorVu IP видеокамера с Micro SD картой DS-2CD2147G2-SU(C )  (2.8mm)	155.2	12	1
DT-2022/GDP500M	Гирлянды 500LED (Диод) Red/Green/Blue/Yellow, 8 режимов, 25метров, прозрачная изоляция, BOX	6.5	0	1
LRS-150-24	Импульсный блок питания MEANWELL LRS-150-24, 24В 6.25А (150Вт) перфорированный AC/DC малой мощности 150 Вт IP20	0	24	1
YT-HDMI(M)/(M)V1.4-10.0m	Кабель Ritar Premium PL-HD348 HDMI-HDMI Ultra HD 4K, 1080P, 10.0m, v1,4, OD-8.0mm, с фильтром,  круглый Black, коннектор Gold, Box, Q40	7.15	6	1
PG9	Кабельный спиральный водонепроницаемый разъем PG9, black	0.06	1	1
zy-007	Миска из нержавеющей стали марки 304 для овощей и салатов 300мм	0	0	1
PCR-CU/1.5Yw	Патч-корд литой RITAR, UTP, RJ45, Cat.5e, 1,5m, желтый, Cu (медь)	2.05	12	1
DS-3E1326P-EI	24 портовый POE коммутатор Hikvision DS-3E1326P-EI, 24x RJ45 (100M) с поддержкой PoE	NaN	у.е.	1
DS-3E0528HP-E	24-портовый неуправляемый Hi-PoE коммутатор Hikvision DS-3E0528HP-E, 20×1000 Мбит/с POE+ (4 Hi-PoE) + 2×1000 Мбит/с SFP	410.26	12	1
DH-SD1A203T-GN	2Мп 3х кратная Starlight PTZ видеокамера Dahua DH-SD1A203T-GN	157.22	12	1
DS-3T0510HP-E/HS	8-портовый неуправляемый POE коммутатор Hikvision DS-3T0310HP-E/HS, 6x (100Мбит/с)PoE + 2x(100Мбит/с) Hi-PoE +2x SFP (1000Мбит/с)	157.52	12	1
DH-IPC-HFW3841EP-SA	8Mп Starlight IP цилиндрическая уличная видеокамера DH-IPC-HFW3841EP-SA (2.8 мм)	157.22	12	1
LRS-200-24	Импульсный блок питания MEANWELL LRS-200-24, 24В 8.8А (211Вт) перфорированный AC/DC малой мощности 175 Вт IP20	0	24	1
YT-HDMI(M)/(M)V1.4-15.0m	Кабель Ritar Premium PL-HD348 HDMI-HDMI Ultra HD 4K, 1080P, 15.0m, v1,4, OD-8.0mm, с фильтром,  круглый Black, коннектор Gold, Box, Q25	12.25	6	1
PG11	Кабельный спиральный водонепроницаемый разъем PG11, white	0.07	1	1
zy-007	Миска из нержавеющей стали марки 304 для овощей и салатов 320мм	0	0	1
zy-007	Миска из нержавеющей стали марки 304 для овощей и салатов 340мм	0	0	1
DH-XVR5116HS-I2	16-канальный AHD/HDCVI/HDTVI/АНАЛОГ/IP  видеорегистратор DH-XVR5116HS-I2	160.97	12	1
FM-V7+BT	FM- модулятор V7+BT	4	1	1
GP450F1	Аккумуляторная батарея MERLION AGM GP450F1 4 V 5 Ah ( 47 x 47 x 100 (105 ) ) Q30	3.75	12	1
GPL12-80 L	Аккумуляторная батарея Ventura 12V 80Ah (350*167*179мм), Q1	194	12	1
LiFePO4256-30/25	Аккумуляторная батарея Vipow LiFePO4 25,6V 30Ah со встроенной ВМS платой 25A	175	36	1
24G-S2	Батарейка солевая GP Greencell 24G-S2, AAA, 2 шт в вакуумной упаковке, цена за упаковку	0.3	3	1
YT-ScIn	Индикатор-отвертка  для тестирования напряжения 12-250V	4	1	1
1 * 6+2P	Кабель 6+2P под пайку 0,50мм, 1,0м, НАШЕ ПРОИЗВОДСТВО	2.5	0	1
YT-HDMI(M)/(M)V1.4-15.0m	Кабель Ritar Premium PL-HD348 HDMI-HDMI Ultra HD 4K, 1080P, 20.0m, v1,4, OD-8.0mm, с фильтром,  круглый Black, коннектор Gold, Box, Q20	17.35	6	1
ПВС 4х0,75	Кабель ГАЛ-КАТ ПВС 4х0,75 белый, бухта 100м                                                 	1568.6	1	1
10820	Кабель КВП UTP-cat.6 (4*2*0.54), Ritar , (CU), для внутр. работ, 305м, White, Corton BOX, Q2	128.5	1	1
RT-B305-3C2V+2x0.5mm	Кабель коаксиальный с питанием RITAR B305-3C2V+2x0.5mm, 0,5 мм.CU, 64x0.12m CCA желтый экран, 75 Ом, FPE, оболочка 6,91мм черный PVC, катушка 305м Q1	63.5	3	1
YT-NBODSC-2.0	Кабель оптический цифровой стерео в нейлоновой оплетке 2,0m, OD7.0 (мм), 250 Мегабит/с, Black/Gold, Пакет	3.7	2	1
YT-PAVr-4+4Р-->4P	Кабель-переходник для питания вентилятора 4+4Р-->4P, OEM Q200	0.8	1	1
VE6018	Кабельный наконечник VE6018, 6,0мм сечение зажимаемого кабеля, длина медной трубки 18мм, изоляция, 100шт в упаковке, цена за упаковку	1.65	1	1
PG11	Кабельный спиральный водонепроницаемый разъем PG11, black	0.07	1	1
17529	Лазерный оптический прицел с нижним подвесом	18.5	0	1
20063	Металлический пазл из тридцати предметов	9	2	1
zy-007	Миска из нержавеющей стали марки 304 для овощей и салатов 360мм	0	0	1
HDMISwitch	Пассивный HDMI свич, 4K, 1,4 версия, 1=>2 порта, Box	7	6	1
PCR-CU/2Yw	Патч-корд литой RITAR, UTP, RJ45, Cat.5e, 2m, желтый, Cu (медь) Q300	0.7	12	1
ОКТ-Д(0,5)-1Е-15	Патчкорд оптический SC/UPC-SC/UPC (ОКТ-Д(0,5)-1Е) 15м.                                                                       	137	24	1
ОКТ-Д(0,5)-1Е-20	Патчкорд оптический SC/UPC-SC/UPC (ОКТ-Д(0,5)-1Е) 20м.                                                                       	155	24	1
YT-МС4-1x2	Разветвитель МС4 1*2 для монтажа солнечных систем, Q1	5.5	1	1
У 16-3/160 v3.0	Стабилизатор напряжения тиристорный Элекс Герц трехфазный У 16-3/160 v3.0 (105600 Вт)	99450	84	1
MTD-00267	Стяжки на липучке ширина 10мм, рулон 50м, черные, цена за рулон	8.5	2	1
9745300	Тележка складская 97*45 300 кг 	50	0	1
TC04	Хаб-конвертор VEGGIEG TC04 Type-C (папа) на Type-C(мама) + USB3.0*2(мама) + HDMI(мама), 10 см, Silver, Box	22.8	6	1
OMEGA+ HD WF2	7ми дюймовый Full HD видеодомофон с WiFi LAN и возможностью просмотра архива с телефона NeoLight OMEGA+ HD WF2 белый	152.95	12	1
YT-ScIn	Индикатор-отвертка  для тестирования напряжения 12-220V, желтая ручка	0.9	1	1
DH-XVR5116H-I	16-канальный HDCVI / AHD / TVI / CVBS / IP  видеорегистратор Dahua DH-XVR5116H-I	160.97	12	1
AX-777	Индикатор-отвертка AX-777 для тестирования напряжения 12-250V, зелено-желтая ручка, фонарик	1.9	1	1
09846	Кабель КВП UTP-cat.6 (4*2*0.56), Ritar , (CU), для внутр. работ, 305м, White, Corton BOX, Q2	145.5	1	1
PG13,5	Кабельный спиральный водонепроницаемый разъем PG13,5, white	0.08	1	1
i-620	Колонки 2.0 Kisonli i-620, для ПК и ноутбука, USB + 3.5mm, 2x3W, 20Hz- 20KHz, Black, BOX, Q40	0	6	1
US18650V3	Аккумулятор 18650 Li-Ion Sony US18650V3, 2250mAh, 10A, 4.2/3.7/2.5V, цена за шт, Green	3.5	6	1
G12650M6 GEL	Аккумуляторная батарея MERLION GL12650M6 12 V 65 Ah (348 x 168 x 178) Q1/48	117	12	1
GPL12-90	Аккумуляторная батарея Ventura 12V 90Ah (306*169*233мм), Q1	204	12	1
LiFePO4256-50/40	Аккумуляторная батарея Vipow LiFePO4 25,6V 50Ah  со встроенной ВМS платой 40A	311	36	1
24G-2UE2	Батарейка солевая GP Greencell 24G-2UE2, AAA, 2 шт в блистере, цена за блистер	0.49	3	1
YT-МС4-1Tx2	Двойник МС4-1T для монтажа солнечных систем, Q1	5	1	1
YT-NetLn	Индикатор сети без батарейки                                                                        	0.15	1	1
LQA	Инструмент натяжитель для бандажной ленты LQA	55	0	1
XN-001	Инструмент натяжитель для бандажной ленты XN-001	37	0	1
XN-LQG	Инструмент натяжитель для бандажной ленты XN-LQG	37	3	1
BLML	Инструмент- пистолет  натяжитель для бандажной ленты 	12.5	3	1
AD-G338	Инструмент- пистолет  натяжитель для бандажной ленты AD-G338	95	0	1
2 * 6+2P	Кабель 2 * 6+2P под пайку 0,50мм , 1,0м, НАШЕ ПРОИЗВОДСТВО	4	0	1
V-165	Кабель PZX V165, Lighting, Output 3.0A, Black, длина 1.0м, BOX	2.05	3	1
V-165	Кабель PZX V165, Lighting, Output 3.0A, Gold, длина 1.0м, BOX	2.05	3	1
RT-BM350-RG59+2x0.5mm+1.2	Кабель коакс. с питанием+трос RITAR BM305-RG59+2x0.5mm+1x1.2mm, 0,81 мм.CU, 64x0.12m CCA желтый экран, 75 Ом, FPE, 6,91мм черная PVC, бухта 305м Q1	95	3	1
YT-NBODSC-3.0	Кабель оптический цифровой стерео в нейлоновой оплетке 3,0m, OD7.0 (мм), 250 Мегабит/с, Black/Gold, Пакет	6	2	1
PC-186 CEE7/17-C13-1,8	Кабель питания Ritar PC-186 CEE7/17-C13, 1.8m, 0.75mm, 3 pin (евровилка), White, OEM, МЕДЬ!!!!	2.4	3	1
YT-PAV-24P	Кабель-переходник для питания видеокарты 24P под пайку, OEM 	0.3	0	1
VE10-12	Кабельный наконечник VE10-12, 10,0мм сечение зажимаемого кабеля, длина медной трубки 12мм, изоляция, 100шт в упаковке, цена за упаковку	1.2	1	1
17530	Оптический прицел Panda 35X50	19	0	1
PCR-CU/3Yw	Патч-корд литой RITAR, UTP, RJ45, Cat.5e, 3m, желтый, Cu (медь) Q300	0.95	12	1
RG6-F	Разъем F- серии для кабеля RG-6 Q100	0.06	1	1
MTD-00267	Стяжки на липучке ширина 10мм, рулон 50м, красные, цена за рулон	8.5	2	1
TC04-U	Хаб-конвертор VEGGIEG Type-C (папа) на USB3.0*4(мама), 10 см, Silver, Box 	9	6	1
DH-PTZ1C203UE-GN	2Мп 3х кратная PTZ IP Starlight видеокамера Dahua DH-PTZ1C203UE-GN	164.7	12	1
BK-109	Бокорезы BAKKU BK-109, Blister	2.1	0	1
ОКТ-Д(0,5)-1Е-50 LC	Патчкорд оптический LC/UPC-LC/UPC (ОКТ-Д(0,5)-1Е) 50м.                                                                       	265	24	1
RH-12000N5W	Power bank 12000 mAh Solar, (5V/200mA), 2xUSB, 5V/1A/2.1A, USB <-> microUSB, влаго/ударо защищеный прорезиненный корпус, Black, Corton BOX	26	6	1
DS-10w   12000	Power bank 12000 mAh Solar, (5V/200mA), 2xUSB, 5V/1A/2.1A, микс-цвет, USB <-> microUSB, ударо защищеный прорезиненный корпус, Black/Yellow, Corton BOX	27.5	6	1
UR18650GA	Аккумулятор 18650 Li-Ion Sanyo UR18650GA, 3500mAh, 10A, 4.2/3.6/2.5V, цена за шт, Red	5.8	6	1
GL121500M8	Аккумуляторная батарея MERLION GL121500M8 12 V 150 Ah (483 х 170 х 240) Q1/24	241	0	1
GPL12-134	Аккумуляторная батарея Ventura 12V 134Ah (342*173*285мм), Q1	308	12	1
15С-IS4	Батарейка солевая GP PowerPlus 15C-IS4, AA, 4 шт в вакуумной упаковке, цена за упаковку	0.42	3	1
LRS-35-36	Импульсный блок питания MEANWELL LRS-35-36, 36В 1А (36Вт) перфорированный AC/DC малой мощности 25 Вт IP20	0	24	1
ПВС 4х1,5	Кабель ГАЛ-КАТ ПВС 4х1,5 белый, бухта 100м                                                 	2722.05	1	1
03530	Кабель КНПЭ FTP-cat.6 (4*2*0.56), Ritar , (CU), для нар. работ, 305м, White, Corton BOX, Q2	155.5	1	1
VE16-18	Кабельный наконечник VE16-18, 16,0мм сечение зажимаемого кабеля, длина медной трубки 18мм, изоляция, 100шт в упаковке, цена за упаковку	4.05	1	1
U2-3U	Контроллер USB 2.0 to Ethernet VEGGIEG - Сетевой адаптер 100/1000Mbps с проводом, RTL-8152B+FE2.2S  + 3 порта USB2.0, White, Metal, Blister-Box	7.9	6	1
YT-TK-12-2	Набор инструмента 12 единиц 1/2	14	2	1
YT-TK-12-4	Набор инструмента 12 единиц 1/4	7	2	1
YT-TK-12-8	Набор инструмента 12 единиц 3/8	13	2	1
PCR-CU/10Yw	Патч-корд литой RITAR, UTP, RJ45, Cat.5e, 10m, желтый, Cu (медь) Q300	2.3	12	1
ОКТ-Д(0,5)-1Е-60	Патчкорд оптический SC/UPC-SC/UPC (ОКТ-Д(0,5)-1Е) 60м.                                                                       	301	24	1
MTD-00267	Стяжки на липучке ширина 10мм, рулон 50м, серые, цена за рулон	8.5	2	1
YT-CD125х30	Утики изогнутые, черно-зеленые ручки 125х30, Q100	1.3	1	1
BK-031	Утики с насечкой BAKKU-031 длинные,Blister                                                                  	1.5	3	1
TC11-S	Хаб-конвертор VEGGIEG TC11-S Type-C (папа) на Type-C(мама) + USB3.0*3(мама) + HDMI(мама) + jack3.5(мама) + SD/TF + RJ45, 10 см, Silver, Box	58.6	6	1
GC-181	Игровой стул Fantech ALPHA GC-181, Red	186.8	12	1
CM-NI/24B	Набор инструмента 24 единицы, Box	3	0	1
PCR-CU/15Yw	Патч-корд литой RITAR, UTP, RJ45, Cat.5e, 15m, желтый, Cu (медь)	5.5	12	1
X11 DAREDEVIL	Игровая мышь проводная X11 DAREDEVIL, 7 кнопок, 250-8000 DPI, Led Lighting RGB, 1,8м, Win7/8/10 Mac OS, Black, COLOR BOX (157*62*204) 0.29 кг	25.5	12	1
GC-182	Игровой стул Fantech ALPHA GC-182, White	209.8	12	1
LRS-75-36	Импульсный блок питания MEANWELL LRS-75-36, 36В 2.1А (75.6Вт) перфорированный AC/DC малой мощности 60 Вт IP20	0	24	1
YT-TK-37	Набор инструмента 37 единиц	30	2	1
CM-NI/40B	Набор инструмента 40 единиц, Box	7.5	1	1
ОКТ-Д(0,5)-1Е-60 LC	Патчкорд оптический LC/UPC-LC/UPC (ОКТ-Д(0,5)-1Е) 60м.                                                                       	301	24	1
XVR5116HE-X	16-канальный AHD/HDCVI/HDTVI/АНАЛОГ/IP  видеорегистратор XVR5116HE-X	181.92	12	1
DH-XVR5216AN-I2	16-канальный XVR с распознованием лиц DH-XVR5216AN-I2	183.43	12	1
GC-183	Игровой стул Fantech ALPHA GC-183, Black	230	12	1
LRS-100-36	Импульсный блок питания MEANWELL LRS-100-36, 36В 2.8А (100.8Вт) перфорированный AC/DC малой мощности 80 Вт IP20	0	24	1
G10028	Набор инструмента 46 единиц	11	2	1
PCR-CU/20Yw	Патч-корд литой RITAR, UTP, RJ45, Cat.5e, 20m, желтый, Cu (медь)	7.15	12	1
ОКТ-Д(0,5)-1Е-70	Патчкорд оптический SC/UPC-SC/UPC (ОКТ-Д(0,5)-1Е) 70м.                                                                       	338	24	1
X15 PHANTOM	Игровая мышь проводная X15 PHANTOM, 7 кнопок, 200-4800 DPI, Led Lighting RGB, 1,8м, Win7/8/10 Mac OS, Black, COLOR BOX (138*56*192) 0.23 кг	11	12	1
YT-TK-53	Набор инструмента 53 единиц	16	2	1
PCR-CU/25Yw	Патч-корд литой RITAR, UTP, RJ45, Cat.5e, 25m, желтый, Cu (медь)	9	12	1
RH-12000N5W	Power bank 12000 mAh Solar, (5V/200mA), 2xUSB, 5V/1A/2.1A, USB <-> microUSB, влаго/ударо защищеный прорезиненный корпус, Black/White, Corton BOX	26	6	1
GL122000M8	Аккумуляторная батарея MERLION GL122000M8 12 V 200 Ah ( 522 х 240 х 219 ) Q1/18	328	12	1
GPL12-150	Аккумуляторная батарея Ventura 12V 150Ah (485*172*240мм), Q1	319	12	1
11AF-U5	Батарейка GP 11AF-U5, щелочная 11AF, 6.0V, 5 шт в блистере, цена за блистер	8.62	3	1
23AE-2C5	Батарейка GP Super 23AE-2C5, щелочная A23, 5 шт в блистере, цена за блистер	3.46	3	1
ER18505	Батарейка литиевая PKCELL ER18505, 3.6V 4000mah, OEM	2.66	3	1
X16 THOR II	Игровая мышь проводная X16 THOR II, 7 кнопок, 200-4800 DPI, Led Lighting RGB, 1,8м, Win7/8/10 Mac OS, Black, COLOR BOX (138*56*192) 0.23 кг	12	12	1
LRS-200-36	Импульсный блок питания MEANWELL LRS-200-36, 36В 5.9А (212.4Вт) перфорированный AC/DC малой мощности 175 Вт IP20	0	24	1
VE25-16	Кабельный наконечник VE25-16, 25,0мм сечение зажимаемого кабеля, длина медной трубки 16мм, изоляция, 100шт в упаковке, цена за упаковку	4.45	1	1
G10008	Набор инструмента 61 единиц	45	2	1
YT-TK-82	Набор инструмента 82 единицы	42	2	1
PCR-CU/30Yw	Патч-корд литой RITAR, UTP, RJ45, Cat.5e, 30m, желтый, Cu (медь)	12	12	1
ОКТ-Д(0,5)-1Е-75	Патчкорд оптический SC/UPC-SC/UPC (ОКТ-Д(0,5)-1Е) 75м.                                                                       	356	24	1
DS-2DE2A404IW-DE3/W	4 Мп IP PTZ видеокамера Hikvision с Wi-Fi DS-2DE2A404IW-DE3/W(2.8-12 ММ)	184.47	12	1
YT-TK-121	Набор инструмента 121 единиц	67	2	1
MEZZO HD	10ти дюймовый сенсорный Full HD видеодомофон с памятью NeoLight MEZZO HD белый	188.6	12	1
DS-2CD2743G1-IZS	4 Мп IP видеокамера вариофокальная DS-2CD2743G1-IZS (2.8-12mm)	188.36	12	1
KSC-188	Кабель iKAKU KSC-188 DIANYA zinc alloy charging data cable series for iphone, Gray, длина 1,2м, 3,2А, BOX	2.1	2	1
KSC-188	Кабель iKAKU KSC-188 DIANYA zinc alloy charging data cable series for micro, Gray, длина 1,2м, 3,2А, BOX	1.9	2	1
KSC-188	Кабель iKAKU KSC-188 DIANYA zinc alloy charging data cable series for Type-C, Gray, длина 1,2м, 3,2А, BOX	2.1	2	1
ОКТ-Д(0,5)-1Е-90	Патчкорд оптический SC/UPC-SC/UPC (ОКТ-Д(0,5)-1Е) 90м.                                                                       	411	24	1
DS-7608NI-K2/8P	8-канальный 4K сетевой видеорегистратор PoE  Hikvision DS-7608NI-K2/8P	189.78	12	1
DH-XVR7108HE-4KL-I	8-канальный регистратор с поддержкой AI и 4K DH-XVR7108HE-4KL-I	187.16	12	1
DS-2CD2086G2-IU	8Мп IP видеокамера Hikvision c детектором лиц и Smart функциями DS-2CD2086G2-IU (2.8 мм)	189.41	12	1
n/n	Аккумулятор Li-ion UltraFire 18650 1300mAh 3.7V, Blue                                          	0.6	3	1
GPL12-200	Аккумуляторная батарея Ventura 12V 200Ah (522*238*238мм), Q1	405	12	1
LiFePO4512-30/40	Аккумуляторная батарея Vipow LiFePO4 51,2V 30Ah  со встроенной ВМS платой 40A	360	36	1
27A-U5	Батарейка GP Super 27A-U5, щелочная 27A, 5 шт в блистере, цена за блистер	3.46	3	1
UX1HERO	Игровая мышь проводная UX1HERO, 7 кнопок, 200-4800 DPI, Led Lighting RGB, 1,8м, Win7/8/10 Mac OS, Black, COLOR BOX (138*56*192) 0.23 кг	0	12	1
ПВС 4х2,5	Кабель ГАЛ-КАТ ПВС 4х2,5 белый, бухта 100м                                                 	4429.8	1	1
DL305MPEFTP-4p	Кабель КНПЭп  4х2х0,5(FTP-cat.5E), DL, (CU), экран 1,2mm проволка для наружных работ, 305м.OEM	146	3	1
VE35-16	Кабельный наконечник VE35-16, 35,0мм сечение зажимаемого кабеля, длина медной трубки 16мм, изоляция, 100шт в упаковке, цена за упаковку	5.5	1	1
DS-3E0105P-E	Коммутатор POE Hikvision 51V DS-3E0105P-E 4 портов POE  + 1 порт Ethernet (Uplink ) 10/100 Мбит/сек, БП 51В , корпус металл, BOX 	29	12	1
U3-3U-S	Контроллер USB 3.0 to Ethernet VEGGIEG U3-3U-S - Сетевой адаптер 10/100Mbps с проводом, RTL-8152B+FE2.2S  + 3 порта USB3.0, White, Metal, Blister-Box	0	6	1
B15	Охлаждающий радиатор PCcooler B15, 5.5g, медь, 22х8х5мм, 8 штук в блистере	4.2	0	1
ОКТ-Д(0,5)-1Е-100	Патчкорд оптический SC/UPC-SC/UPC (ОКТ-Д(0,5)-1Е) 100м.                                                                       	447	24	1
YT-RRCK315	Радио брелок дистанционного управления  с пультом 12V/24, 315MHz	12	12	1
МС-101	Универсальный WiFi выключатель МС-101	11	1	1
TC12	Хаб-конвертор VEGGIEG TC12 Type-C (папа) на Type-C(мама) + USB3.0*4(мама) + HDMI*2(мама) + VGA(мама) + SD/TF + RJ45, 10 см, Silver, Box	58.6	6	1
DH-XVR5116HE-I2	16-канальный AHD/HDCVI/HDTVI/АНАЛОГ/IP  видеорегистратор WizSense DH-XVR5116HE-I2	192.41	12	1
KSC-192	Кабель iKAKU KSC-192 GEDIAO zinc alloy charging data cable series for iphone, Black, длина 1,2м, 3,2А, BOX	2.2	2	1
KSC-192	Кабель iKAKU KSC-192 GEDIAO zinc alloy charging data cable series for micro, Black, длина 1,2м, 3,2А, BOX	2	2	1
KSC-192	Кабель iKAKU KSC-192 GEDIAO zinc alloy charging data cable series for Type-C, Black, длина 1,2м, 3,2А, BOX	2.2	2	1
ОКТ-Д(0,5)-1Е-110	Патчкорд оптический SC/UPC-SC/UPC (ОКТ-Д(0,5)-1Е) 110м.                                                                       	484	24	1
HELIOSUX3	Игровая мышь проводная HELIOSUX3, 7 кнопок, 200-4800 DPI, Led Lighting RGB, 1,8м, Win7/8/10 Mac OS, White, COLOR BOX (138*56*192) 0.23 кг	0	12	1
DS-2CD2643G1-IZS	4Мп камера с SD картой и моторизированным объективом Hikvision DS-2CD2643G1-IZS (2.8-12 мм)	194.05	12	1
ОКТ-Д(0,5)-1Е-120	Патчкорд оптический SC/UPC-SC/UPC (ОКТ-Д(0,5)-1Е) 120м.                                                                       	520	24	1
n/n	Аккумулятор Li-ion UltraFire 18650 2000mAh 3.7V, Blue                                                 	1.6	3	1
GPL12-225	Аккумуляторная батарея Ventura 12V 225Ah (521*269*224мм), Q1	494	12	1
LiFePO4512-50/40	Аккумуляторная батарея Vipow LiFePO4 51,2V 50Ah  со встроенной ВМS платой 40A	575	36	1
24LF-U2	Батарейка GP 24LF-U2, литиевая AAA, 2 шт в вакуумной упаковке, цена за упаковку	3.78	3	1
24AUEBC-2S2	Батарейка GP Ultra 24AUEBC-2S2, щелочная AAA, 2 шт в вакуумной упаковке, цена за упаковку	0.73	3	1
VE50-20	Кабельный наконечник VE50-20, 50,0мм сечение зажимаемого кабеля, длина медной трубки 20мм, изоляция, 100шт в упаковке, цена за упаковку	8.5	1	1
